CN_Code,CAS_Number,CUS,EC_Number,UN_Number,Nomen,Name
27074000,121620-48-2,0109717-2,310-167-4,,COMMON,"extract residues (coal), naphthalene oil, alk., naphthalene-low"
27074000,140203-14-1,0109907-6,310-223-8,,COMMON,"creosote oil, acenaphthene fraction, acenaphthene-low"
27074000,140203-29-8,0109922-5,310-240-0,,COMMON,extract residues (coal)
27074000,140362-54-5,0109930-5,310-246-3,,COMMON,"extract oils (coal tar), low-temperature, acidic, tar-base low"
27074000,140362-65-8,0109939-4,310-256-8,,COMMON,"extract residues (coal tar), high-temperature, naphthalene oil alkaline, distn. overheads"
27074000,140362-71-6,0109945-2,310-263-6,,COMMON,"extract residues (coal tar), high-temperature, naphthalene oils, alkaline"
27074000,140362-72-7,0109946-3,310-264-1,,COMMON,"extract residues (coal tar), high-temperature, naphthalene oils, alkaline, naphthalene-low"
27074000,185323-41-5,0109982-7,310-299-2,,COMMON,"distillates (coal tar), high-temperature, acenaphthene oil crystn. mother liquor"
27074000,68477-40-7,0111481-4,270-729-9,,COMMON,"distillates (petroleum), cracked stripped steam-cracked petroleum distillates, C10-12 fraction"
27074000,85117-10-8,0115004-5,285-562-7,,COMMON,"naphtha, thermal cracked, residues, naphthalene cut"
27074000,90641-12-6,0118694-3,292-636-2,,COMMON,"naphtha (coal), distn. residues, containing more than 50 % of naphthalene"
27074000,91995-49-2,0120920-7,295-310-8,,COMMON,"distillates (coal tar), naphthalene oil crystn. mother liquor containing 50% or more of naphthalene"
27074000,140203-22-1,0147337-6,310-232-7,,COMMON,"distillates (coal tar), high-temperature, naphthalene oils"
27075000,101316-62-5,0109465-1,309-867-2,,COMMON,"extract residues (coal), light oil alk., acid ext., indene fraction"
27075000,101316-68-1,0109470-8,309-873-5,,COMMON,"kerosine (petroleum), catalytic reformed, C8-15-alkylbenzene fraction, of which 65 % or more by volume (including losses) distils at 250 °C by the ISO 3405 method"
27075000,101896-26-8,0109553-0,309-984-9,,COMMON,"distillates (coal tar), benzole fraction, BTX-rich"
27075000,101896-27-9,0109554-1,309-985-4,,COMMON,"distillates (coal tar), naphthalene oils, methylnaphthalene fraction"
27075000,102110-55-4,0109608-8,310-057-6,,COMMON,"residues (petroleum), steam-cracked light, arom"
27075000,122070-79-5,0109720-7,310-170-0,,COMMON,"extract oils (coal), coal tar residual pyrolysis oils, naphthalene oils of which 65 % or more by volume (including losses) distils at 250 °C by the ISO 3405 method"
27075000,122070-80-8,0109721-8,310-171-6,,COMMON,"Extract oils (coal), coal tar residual pyrolysis oils, naphthalene oil, distn. residues of which 65 % or more by volume (including losses) distils at 250 °C by the ISO 3405 method"
27075000,140203-22-1,0109915-6,310-232-7,,COMMON,"distillates (coal tar), high-temperature, naphthalene oils, of which 65 % or more by volume (including losses) distils at 250 °C by the ISO 3405 method"
27075000,140203-25-4,0109918-9,310-235-3,,COMMON,"distillates (coal tar), high-temperature, naphthalene oils, indole-methylnaphthalene fraction, of which 65 % or more by volume (including losses) distils at 250 °C by the ISO 3405 method"
27075000,140362-58-9,0109932-7,310-248-4,,COMMON,"extract residues (coal tar), light oil alkaline, acid extract, indene fraction"
27075000,140362-62-5,0109936-1,310-253-1,,COMMON,"solvent naphtha (coal), high-temperature, of which 65 % or more by volume (including losses) distils at 250 °C by the ISO 3405 method"
27075000,140362-63-6,0109937-2,310-254-7,,COMMON,"solvent naphtha (coal tar), high-temperature, of which 65 % or more by volume (including losses) distils at 250 °C by the ISO 3405 method"
27075000,140362-67-0,0109941-8,310-258-9,,COMMON,"extract residues (coal tar), high-temperature, light oil alkaline, indene naphtha fraction"
27075000,140362-68-1,0109942-9,310-259-4,,COMMON,"extract oils (coal tar), high-temperature, light oil, of which 65 % or more by volume (including losses) distils at 250 °C by the ISO 3405 method"
27075000,140362-69-2,0109943-0,310-261-5,,COMMON,"extract residues (coal tar), high-temperature, light oil alkaline, acid extract"
27075000,140362-70-5,0109944-1,310-262-0,,COMMON,"extract residues (coal tar), light oil alkaline, acid extract"
27075000,140413-55-4,0109949-6,310-268-3,,COMMON,"solvent naphtha, by-product from coumarone-indene resin manufacture"
27075000,140413-58-7,0109950-9,310-272-5,,COMMON,"residues, recovered naphtha overhead by-product from coumarone-indene resin manufacture"
27075000,64741-63-5,0110296-1,265-065-1,,COMMON,"naphtha (petroleum), light catalytic reformed"
27075000,64742-94-5,0110417-2,265-198-5,,COMMON,"solvent naphtha (petroleum), heavy arom."
27075000,64742-95-6,0110418-3,265-199-0,,COMMON,"solvent naphtha (petroleum), light arom."
27075000,65996-79-4,0110465-0,266-013-0,,COMMON,solvent naphtha (coal)
27075000,67891-80-9,0110610-1,267-565-5,,COMMON,"distillates (petroleum), light arom."
27075000,68333-29-9,0111038-9,269-785-7,,COMMON,"residues (petroleum), light naphtha solvent extracts"
27075000,68425-29-6,0111303-7,270-344-6,,COMMON,"distillates (petroleum), naphtha-raffinate pyrolyzate-derived, gasoline-blending"
27079919,90640-86-1,0118668-1,292-607-4,,COMMON,"distillates (coal tar), heavy oils, crude"
27079919,84650-03-3,0133822-3,283-483-2,,COMMON,"distillates (coal tar), light oils of which less than 90 % by volume distils at temperatures of up to 200 °C"
27079919,65996-92-1,0133827-8,266-027-7,,COMMON,distillates (coal tar)
27079100,61789-28-4,0045302-1,263-047-8,,COMMON,creosote oil
27079100,90640-84-9,0045317-8,292-605-3,,COMMON,"creosote oil, acenaphthene fraction"
27079100,70321-79-8,0113159-5,274-565-9,,COMMON,"creosote oil, high-boiling distillate"
27079100,70321-80-1,0113160-8,274-566-4,,COMMON,"creosote oil, low-boiling distillate"
27079100,140203-14-1,0147334-3,310-223-8,,COMMON,"creosote oil, acenaphthene fraction, acenaphthene-low"
27079920,120-12-7,0025489-7,,,COMMON,"anthracene, crude"
27079920,90640-80-5,0045316-7,292-602-7,,COMMON,anthracene oil
27079920,68409-72-3,0111113-3,270-058-1,,COMMON,"aromatic hydrocarbons, anthracene-rich aq. slurries"
27079920,68409-74-5,0111115-5,270-060-2,,COMMON,"aromatic hydrocarbons, polycyclic, cyclohexanone-ext. residues"
27079920,90640-81-6,0118665-8,292-603-2,,COMMON,"anthracene oil, anthracene paste"
27079920,90640-82-7,0118666-9,292-604-8,,COMMON,"anthracene oil, anthracene-low"
27079920,90640-86-1,0133824-5,292-607-4,,COMMON,"distillates (coal tar), heavy oils, anthracene"
27079911,84650-03-3,0133821-2,283-483-2,,COMMON,"distillates (coal tar), light oils of which 90 % or more by volume distils at temperatures of up to 200 °C"
27079911,140362-62-5,0147342-3,310-253-1,,COMMON,"solvent naphtha (coal), high-temperature"
27079911,140362-63-6,0147343-4,310-254-7,,COMMON,"solvent naphtha (coal tar), high-temperature"
27079911,140413-54-3,0147347-8,310-267-8,,COMMON,"light oil (coal), coal liquefaction"
27079950,,0022656-2,,,COMMON,"pyridine bases, mixed"
27079950,140203-31-2,0109924-7,310-242-1,,COMMON,"tar bases, coal, anthracene oil fraction"
27079950,140203-32-3,0109925-8,310-243-7,,COMMON,"tar bases, coal, high-temperature, naphthalene oil, methylnaphthalene fraction"
27079950,140203-33-4,0109926-9,310-244-2,,COMMON,"tar bases, coal, light oil fraction"
27079950,140203-34-5,0109927-0,310-245-8,,COMMON,"tar bases, coal liquefaction, heavy oil fraction"
27079950,140362-60-3,0109934-9,310-251-0,,COMMON,"tar bases (coal), quinoline derivatives"
27079950,141785-66-2,0109974-7,310-294-5,,COMMON,"tar bases, coal, low-temperature, crude"
27079950,185323-44-8,0109985-0,310-305-3,,COMMON,"tar bases (coal tar), high-temperature, crude"
27079950,65996-84-1,0110470-7,266-018-8,,COMMON,"tar bases, coal, crude"
27079950,65996-87-4,0110472-9,266-021-4,,COMMON,"extract residues (coal), tar oil alk., basic product"
27079950,70321-67-4,0113154-0,274-560-1,,COMMON,"tar bases, coal, quinoline derivs. fraction"
27079950,92062-27-6,0121123-0,295-541-4,,COMMON,"tar bases, coal, aniline fraction"
27079950,92062-28-7,0121124-1,295-543-5,,COMMON,"tar bases, coal, collidine fraction"
27079950,92062-29-8,0121125-2,295-544-0,,COMMON,"tar bases, coal, distn. residues"
27079950,92062-33-4,0121129-6,295-548-2,,COMMON,"tar bases, coal, picoline fraction"
27079980,92062-26-5,0013961-7,,,COMMON,cresylic acids
27079950,101794-91-6,0146404-6,309-972-3,,COMMON,"distillates (coal tar), naphthalene oils, indole-methylnaphthalene fraction, basic products"
27079980,1319-77-3,0025493-3,,,COMMON,"cresol, crude"
27079980,108-95-2,0025636-0,,,COMMON,"phenol, crude"
27079980,1300-71-6,0026259-9,,,COMMON,"xylenol, crude"
27079980,65996-85-2,0045304-3,266-019-3,,COMMON,"tar acids, coal, crude"
27079980,101013-03-0,0109417-3,309-804-9,,COMMON,"extracts (coal), high-temp. coking condensate alk."
27079980,101316-86-3,0109484-4,309-888-7,,COMMON,"tar acids, brown-coal, crude"
27079980,141785-63-9,0109972-5,310-292-4,,COMMON,"tar acids, coal, low-temperature, crude"
27079980,84989-03-7,0114771-3,284-891-3,,COMMON,"tar acids, ethylphenol fraction"
27079980,84989-04-8,0114772-4,284-892-9,,COMMON,"tar acids, methylphenol fraction"
27079980,84989-05-9,0114773-5,284-893-4,,COMMON,"tar acids, polyalkylphenol fraction"
27079980,84989-06-0,0114774-6,284-895-5,,COMMON,"tar acids, xylenol fraction"
27079980,84989-07-1,0114775-7,284-896-0,,COMMON,"tar acids, 3,5-xylenol fraction"
27079980,90480-88-9,0118061-6,291-826-2,,COMMON,"phenol, isopropylated"
27079980,92062-22-1,0121119-4,295-536-7,,COMMON,"tar acids, brown-coal gasification"
27079980,96690-55-0,0124164-1,306-251-5,,COMMON,"tar acids, distn. residues"
27081000,121575-60-8,0109714-9,310-162-7,,COMMON,"pitch, coal tar, high-temp., heat-treated"
27081000,65996-93-2,0110477-4,266-028-2,,COMMON,"pitch, coal tar, high-temp."
27081000,90669-57-1,0118707-1,292-651-4,,COMMON,"pitch, coal tar, low-temp."
27081000,90669-58-2,0118708-2,292-653-5,,COMMON,"pitch, coal tar, low-temp., heat-treated"
27081000,90669-59-3,0118709-3,292-654-0,,COMMON,"pitch, coal tar, low-temp., oxidized"
27081000,94114-13-3,0123371-2,302-650-3,,COMMON,"pitch, coal tar, high-temp., secondary"
27082000,140203-12-9,0109905-4,310-221-7,,COMMON,"coke (coal tar), high-temperature pitch"
27082000,140203-13-0,0109906-5,310-222-2,,COMMON,"coke (coal), mixed coal-high-temperature pitch"
27082000,140413-61-2,0109951-0,310-274-6,,COMMON,"coke (coal tar), low-temperature, high-temperature pitch"
27082000,92062-34-5,0121130-9,295-549-8,,COMMON,"waste solids, coal-tar pitch coking"
27079999,85-01-8,0025635-9,,,COMMON,"phenanthrene, crude"
27079999,101316-49-8,0109454-8,309-855-7,,COMMON,"distillates (coal tar), pitch"
27079999,68608-82-2,0112068-9,271-802-8,,COMMON,"benzene, ethylenated, by-products from"
27079999,68987-42-8,0112824-1,273-494-0,,COMMON,"benzene, ethylenated, residues"
27079999,84989-11-7,0114779-1,284-900-0,,COMMON,"distillates (coal tar), upper, fluorene-rich"
27079999,91995-17-4,0120891-9,295-278-5,,COMMON,"anthracene oil, anthracene paste, distn. lights"
27079999,98072-36-7,0125417-7,308-487-4,,COMMON,"aromatic hydrocarbons, distn. residues, naphthalene-rich"
27079999,90641-12-6,0133817-6,292-636-2,,COMMON,"naphtha (coal), distn. residues, containing than 65 % of distillate at 250 °C"
27079999,91995-49-2,0133820-1,295-310-8,,COMMON,"distillates (coal tar), naphthalene oil crystn. mother liquor containing less than 65% of distillate at 250 °C"
27079999,90640-82-7,0133823-4,292-604-8,,COMMON,"anthracene oil, anthracene-low"
27079999,90640-86-1,0133825-6,292-607-4,,COMMON,"distillates (coal tar), heavy oils, other than crude"
27079999,65996-87-4,0133826-7,266-021-4,,COMMON,"extract residues (coal), tar oil alk."
27090010,64741-47-5,0110280-3,265-047-3,,COMMON,natural gas condensates (petroleum)
27090010,68919-39-1,0112568-4,272-896-3,,COMMON,natural gas condensates
27101211,68526-52-3,0111769-7,271-208-9,,COMMON,"alkenes, C6-"
27101211,68527-27-5,0111822-5,271-267-0,,COMMON,"naphtha (petroleum), full-range alkylate, butane-contg., for undergoing a specific process"
27101215,68526-52-3,0133851-8,271-267-0,,COMMON,"alkenes, C6-"
27101215,68527-27-5,0133856-3,271-267-0,,COMMON,"naphtha (petroleum), full-range alkylate, butane-contg., for undergoing chemical transformation by a process other than those specified in respect of subheading 2710 12 11"
27101241,8006-61-9,0113560-0,232-349-1,1203,COMMON,"gasoline, natural, with an octane number (RON) of less than 95"
27101245,8006-61-9,0133849-4,232-349-1,1203,COMMON,"gasoline, natural, with an octane number (RON) of 95 or more but less than 98"
27101249,8006-61-9,0133850-7,232-349-1,1203,COMMON,"gasoline, natural, with an octane number (RON) of 98 or more"
27101221,93685-81-5,0046528-1,297-629-8,,COMMON,"hydrocarbons, C4, 1,3-butadiene-free, polymd., triisobutylene fraction, hydrogenated"
27101221,68606-29-1,0112013-4,271-739-6,,COMMON,"hydrocarbons, C4 and C8, butene concentrator by-product"
27101221,91052-99-2,0119255-8,293-261-7,,COMMON,"hydrocarbons, C4, 1,3-butadiene-free, polymd., dibutylene fraction"
27101221,93685-78-0,0122811-1,297-626-1,,COMMON,"hydrocarbons, C4, 1,3-butadiene-free, polymd., dibutylene fraction, hydrogenated"
27101221,93821-12-6,0123084-8,298-697-1,,COMMON,"alkenes, C10-14-branched and linear, C12-rich"
27101221,94733-07-0,0123787-2,305-586-4,,COMMON,"distillates (petroleum), cracked, ethylene manuf. by-product, C9-10 fraction"
27101221,97592-99-9,0124645-3,307-298-4,,COMMON,"alkenes, C6-8-branched, C7-rich"
27101225,101316-66-9,0109468-4,309-870-9,,COMMON,"hydrocarbons, C6-8, hydrogenated sorption-dearomatized, toluene raffination"
27101225,101316-67-0,0109469-5,309-871-4,,COMMON,"hydrocarbons, C6-rich, hydrotreated light naphtha distillates, solvent-refined"
27101225,102110-14-5,0109571-2,310-012-0,,COMMON,"hydrocarbons, C3-6, C5-rich, steam-cracked naphtha"
27101225,102110-15-6,0109572-3,310-013-6,,COMMON,"hydrocarbons, C5-rich, dicyclopentadiene-containing"
27101225,68477-35-0,0111478-9,270-726-2,,COMMON,"distillates (petroleum), C3-6, piperylene-rich"
27101225,68526-55-6,0111772-2,271-212-0,,COMMON,"alkenes, C8-10, C9-rich"
27101225,68526-56-7,0111773-3,271-213-6,,COMMON,"alkenes, C9-11, C10-rich"
27101225,68526-57-8,0111774-4,271-214-1,,COMMON,"alkenes, C10-12, C11-rich"
27101225,68956-55-8,0112800-3,273-308-8,,COMMON,"hydrocarbons, C5-unsatd."
27101225,85535-87-1,0115480-9,287-479-1,,COMMON,"alkenes, C10-13"
27101225,85681-75-0,0115768-2,288-213-7,,COMMON,"alkenes, C10-14"
27101225,91994-95-5,0120869-1,295-253-9,,COMMON,"alkenes, C9-13-branched, C10-rich"
27101225,91995-41-4,0120913-8,295-302-4,,COMMON,"distillates (petroleum), heat-soaked steam-cracked naphtha, C5-rich"
27101225,92128-68-2,0121311-2,295-765-2,,COMMON,"hydrocarbons, C5, ethylene-manuf.-by-product, hydrogenated"
27101225,93165-19-6,0122229-3,296-903-4,,COMMON,"distillates (petroleum), C6-rich"
27101911,101316-58-9,0109462-8,309-864-6,,COMMON,"distillates (petroleum), hydrodesulfurized full-range middle coker, as medium oils, for undergoing a specific process"
27101911,101316-61-4,0109464-0,309-866-7,,COMMON,"distillates (petroleum), thermal-cracked, alkylarom. hydrocarbon-rich, as medium oils, for undergoing a specific process"
27101911,101316-81-8,0109479-7,309-882-4,,COMMON,"solvent naphtha (petroleum), hydrodesulfurized heavy arom., as medium oils, for undergoing a specific process"
27101911,101316-82-9,0109480-0,309-884-5,,COMMON,"solvent naphtha (petroleum), hydrodesulfurized medium, as medium oils, for undergoing a specific process"
27101911,101631-13-4,0109517-6,309-938-8,,COMMON,"distillates (petroleum), catalytic cracked heavy tar light, as medium oils, for undergoing a specific process"
27101911,101631-15-6,0109519-8,309-940-9,,COMMON,"distillates (petroleum), steam-cracked heavy tar light, as medium oils, for undergoing a specific process"
27101290,64741-66-8,0110299-4,265-068-8,,COMMON,"naphtha (petroleum), light alkylate"
27101290,68410-05-9,0111130-4,270-077-5,,COMMON,"distillates (petroleum), straight-run light"
27101911,64741-73-7,0110304-4,265-074-0,,COMMON,"distillates (petroleum), alkylate, as medium oils, for undergoing a specific process"
